Z,A,M
  67,171, -54.558
  68,171, -57.862
  69,171, -59.352
  70,171, -59.959
  71,171, -57.164
  72,171, -55.056
  73,171, -51.425
  74,171, -46.976
  75,171, -41.082
  76,171, -34.341
  77,171, -26.233
  78,171, -17.253
  79,171,-6.990
  80,171, 4.168
  81,171,16.522
  82,171,29.790
  83,171,45.851
  46,172, 318.953
  47,172, 288.595
  48,172, 256.909
  49,172, 229.432
  50,172, 200.567
  51,172, 177.603
  52,172, 152.865
  53,172, 132.230
  54,172, 109.755
  55,172,91.486
  56,172,71.308
  57,172,55.435
  58,172,37.576
  59,172,24.116
  60,172, 9.373
  61,172,-1.932
  62,172, -15.287
  63,172, -23.900
  64,172, -34.578
  65,172, -40.422
  66,172, -48.419
  67,172, -51.501
  68,172, -56.836
  69,172, -57.185
  70,172, -59.898
  71,172, -55.929
  72,172, -55.964
  73,172, -51.005
  74,172, -48.764
  75,172, -41.458
  76,172, -36.986
  77,172, -27.379
  78,172, -20.729
  79,172,-8.877
  80,172,-0.108
  81,172,13.928
  82,172,24.749
  83,172,42.466
  46,173, 331.893
  47,173, 297.914
  48,173, 266.688
  49,173, 237.993
  50,173, 209.656
  51,173, 185.534
  52,173, 161.525
  53,173, 139.623
  54,173, 117.924
  55,173,98.287
  56,173,78.936
  57,173,61.599
  58,173,44.622
  59,173,29.609
  60,173,15.026
  61,173, 2.831
  62,173,-9.608
  63,173, -20.036
  64,173, -29.747
  65,173, -37.498
  66,173, -44.471
  67,173, -49.544
  68,173, -53.792
  69,173, -56.210
  70,173, -57.767
  71,173, -56.021
  72,173, -54.796
  73,173, -52.017
  74,173, -48.433
  75,173, -43.369
  76,173, -37.468
  77,173, -30.165
  78,173, -21.998
  79,173, -12.509
  80,173,-2.132
  81,173, 9.483
  82,173,22.005
  83,173,37.131
  84,173,53.326
  46,174, 343.558
  47,174, 310.080
  48,174, 275.107
  49,174, 246.905
  50,174, 217.340
  51,174, 193.930
  52,174, 168.748
  53,174, 147.600
  54,174, 124.622
  55,174, 105.786
  56,174,85.057
  57,174,68.572
  58,174,50.125
  59,174,36.020
  60,174,19.878
  61,174, 8.170
  62,174,-5.447
  63,174, -14.936
  64,174, -26.466
  65,174, -33.226
  66,174, -42.106
  67,174, -46.130
  68,174, -52.367
  69,174, -53.672
  70,174, -57.293
  71,174, -54.480
  72,174, -55.365
  73,174, -51.299
  74,174, -49.887
  75,174, -43.454
  76,174, -39.787
  77,174, -31.029
  78,174, -25.155
  79,174, -14.122
  80,174,-6.097
  81,174, 7.152
  82,174,17.266
  83,174,34.015
  84,174,47.624
  85,174,66.732
  47,175, 322.108
  48,175, 287.662
  49,175, 255.526
  50,175, 226.461
  51,175, 201.930
  52,175, 177.462
  53,175, 155.083
  54,175, 132.862
  55,175, 112.694
  56,175,92.770
  57,175,74.856
  58,175,57.267
  59,175,41.642
  60,175,26.415
  61,175,13.102
  62,175, 0.255
  63,175, -10.717
  64,175, -21.301
  65,175, -29.924
  66,175, -37.804
  67,175, -43.777
  68,175, -48.954
  69,175, -52.286
  70,175, -54.781
  71,175, -54.217
  72,175, -53.881
  73,175, -51.961
  74,175, -49.247
  75,175, -45.022
  76,175, -39.970
  77,175, -33.480
  78,175, -26.134
  79,175, -17.428
  80,175,-7.841
  81,175, 3.024
  82,175,14.792
  83,175,29.005
  84,175,44.247
  85,175,60.729
  48,176, 298.910
  49,176, 267.352
  50,176, 234.197
  51,176, 210.366
  52,176, 184.760
  53,176, 163.119
  54,176, 139.654
  55,176, 120.267
  56,176,99.000
  57,176,81.916
  58,176,62.890
  59,176,48.148
  60,176,31.395
  61,176,19.022
  62,176, 4.566
  63,176,-5.420
  64,176, -17.668
  65,176, -25.322
  66,176, -35.068
  67,176, -40.015
  68,176, -47.140
  69,176, -49.387
  70,176, -53.906
  71,176, -52.364
  72,176, -54.105
  73,176, -50.938
  74,176, -50.365
  75,176, -44.812
  76,176, -41.960
  77,176, -34.058
  78,176, -28.971
  79,176, -18.767
  80,176, -11.496
  81,176, 0.957
  82,176,10.353
  83,176,26.157
  84,176,38.868
  85,176,56.999
  49,177, 278.951
  50,177, 246.401
  51,177, 218.442
  52,177, 193.535
  53,177, 170.700
  54,177, 147.975
  55,177, 127.290
  56,177, 106.807
  57,177,88.328
  58,177,70.136
  59,177,53.908
  60,177,38.044
  61,177,24.099
  62,177,10.590
  63,177,-1.050
  64,177, -12.188
  65,177, -21.653
  66,177, -30.421
  67,177, -37.277
  68,177, -43.367
  69,177, -47.602
  70,177, -51.023
  71,177, -51.740
  72,177, -52.299
  73,177, -51.247
  74,177, -49.412
  75,177, -46.034
  76,177, -41.839
  77,177, -36.172
  78,177, -29.657
  79,177, -21.745
  80,177, -12.959
  81,177,-2.854
  82,177, 8.148
  83,177,21.469
  84,177,35.780
  85,177,51.340
  50,178, 257.264
  51,178, 229.781
  52,178, 200.917
  53,178, 178.804
  54,178, 154.870
  55,178, 134.947
  56,178, 113.155
  57,178,95.484
  58,178,75.888
  59,178,60.519
  60,178,43.161
  61,178,30.129
  62,178,15.043
  63,178, 4.375
  64,178,-8.420
  65,178, -16.706
  66,178, -27.322
  67,178, -33.177
  68,178, -41.176
  69,178, -44.351
  70,178, -49.758
  71,178, -49.566
  72,178, -52.173
  73,178, -49.913
  74,178, -50.187
  75,178, -45.522
  76,178, -43.496
  77,178, -36.461
  78,178, -32.171
  79,178, -22.806
  80,178, -16.302
  81,178,-4.656
  82,178, 4.010
  83,178,18.889
  84,178,30.721
  85,178,47.898
  86,178,61.942
  87,178,81.431
  50,179, 269.559
  51,179, 240.814
  52,179, 212.446
  53,179, 186.491
  54,179, 163.279
  55,179, 142.093
  56,179, 121.065
  57,179, 102.033
  58,179,83.249
  59,179,66.425
  60,179,49.932
  61,179,35.359
  62,179,21.192
  63,179, 8.902
  64,179,-2.913
  65,179, -12.900
  66,179, -22.349
  67,179, -30.063
  68,179, -37.052
  69,179, -42.177
  70,179, -46.514
  71,179, -48.575
  72,179, -50.037
  73,179, -49.861
  74,179, -48.914
  75,179, -46.394
  76,179, -43.066
  77,179, -38.234
  78,179, -32.560
  79,179, -25.454
  80,179, -17.480
  81,179,-8.148
  82,179, 2.077
  83,179,14.523
  84,179,27.923
  85,179,42.580
  86,179,58.251
  87,179,75.137
  50,180, 280.531
  51,180, 252.241
  52,180, 222.612
  53,180, 197.193
  54,180, 170.286
  55,180, 149.845
  56,180, 127.540
  57,180, 109.296
  58,180,89.139
  59,180,73.151
  60,180,55.196
  61,180,41.511
  62,180,25.796
  63,180,14.450
  64,180, 1.008
  65,180,-7.975
  66,180, -19.127
  67,180, -25.731
  68,180, -34.492
  69,180, -38.583
  70,180, -44.869
  71,180, -46.074
  72,180, -49.554
  73,180, -48.209
  74,180, -49.341
  75,180, -45.575
  76,180, -44.385
  77,180, -38.226
  78,180, -34.748
  79,180, -26.233
  80,180, -20.508
  81,180,-9.681
  82,180,-1.759
  83,180,12.213
  84,180,23.183
  85,180,39.425
  86,180,52.580
  87,180,71.110
  88,180,85.958
  51,181, 263.395
  52,181, 234.239
  53,181, 207.520
  54,181, 181.167
  55,181, 157.122
  56,181, 135.564
  57,181, 115.990
  58,181,96.625
  59,181,79.214
  60,181,62.099
  61,181,46.903
  62,181,32.083
  63,181,19.144
  64,181, 6.652
  65,181,-4.002
  66,181, -14.142
  67,181, -22.490
  68,181, -30.266
  69,181, -36.029
  70,181, -41.272
  71,181, -44.708
  72,181, -47.082
  73,181, -47.791
  74,181, -47.741
  75,181, -46.089
  76,181, -43.639
  77,181, -39.653
  78,181, -34.833
  79,181, -28.546
  80,181, -21.396
  81,181, -12.852
  82,181,-3.418
  83,181, 8.170
  84,181,20.675
  85,181,34.448
  86,181,49.197
  87,181,65.173
  88,181,81.682
  52,182, 244.522
  53,182, 218.317
  54,182, 190.666
  55,182, 167.215
  56,182, 142.175
  57,182, 123.370
  58,182, 102.663
  59,182,86.066
  60,182,67.519
  61,182,53.186
  62,182,36.848
  63,182,24.826
  64,182,10.736
  65,182, 1.057
  66,182, -10.757
  67,182, -18.070
  68,182, -27.592
  69,182, -32.526
  70,182, -39.257
  71,182, -41.870
  72,182, -46.233
  73,182, -45.811
  74,182, -47.812
  75,182, -44.954
  76,182, -44.613
  77,182, -39.342
  78,182, -36.688
  79,182, -29.035
  80,182, -24.105
  81,182, -14.111
  82,182,-6.949
  83,182, 6.133
  84,182,16.257
  85,182,31.581
  86,182,43.865
  87,182,61.450
  88,182,75.463
  52,183, 256.249
  53,183, 228.770
  54,183, 201.651
  55,183, 176.865
  56,183, 152.437
  57,183, 130.219
  58,183, 110.283
  59,183,92.294
  60,183,74.564
  61,183,58.751
  62,183,43.281
  63,183,29.696
  64,183,16.529
  65,183, 5.208
  66,183,-5.624
  67,183, -14.654
  68,183, -23.131
  69,183, -29.852
  70,183, -35.962
  71,183, -40.122
  72,183, -43.414
  73,183, -45.019
  74,183, -45.876
  75,183, -45.104
  76,183, -43.544
  77,183, -40.417
  78,183, -36.464
  79,183, -31.010
  80,183, -24.699
  81,183, -16.956
  82,183,-8.329
  83,183, 2.416
  84,183,14.043
  85,183,26.946
  86,183,40.790
  87,183,55.871
  88,183,71.599
  89,183,88.242
  52,184, 266.649
  53,184, 239.663
  54,184, 211.273
  55,184, 187.058
  56,184, 161.297
  57,184, 139.730
  58,184, 116.480
  59,184,99.283
  60,184,80.150
  61,184,65.177
  62,184,48.219
  63,184,35.523
  64,184,20.787
  65,184,10.412
  66,184,-2.067
  67,184, -10.091
  68,184, -20.287
  69,184, -25.941
  70,184, -33.839
  71,184, -37.749
  72,184, -42.193
  73,184, -42.703
  74,184, -45.584
  75,184, -43.645
  76,184, -44.166
  77,184, -39.795
  78,184, -37.980
  79,184, -31.203
  80,184, -27.083
  81,184, -17.934
  82,184, -11.550
  83,184, 0.659
  84,184, 9.950
  85,184,24.371
  86,184,35.797
  87,184,52.454
  88,184,65.814
  89,184,84.013
  90,184,99.254
  52,185, 278.478
  53,185, 250.245
  54,185, 222.365
  55,185, 196.840
  56,185, 171.668
  57,185, 148.732
  58,185, 126.150
  59,185, 105.687
  60,185,87.349
  61,185,70.925
  62,185,54.810
  63,185,40.580
  64,185,26.740
  65,185,14.750
  66,185, 3.224
  67,185,-6.489
  68,185, -15.672
  69,185, -23.085
  70,185, -29.907
  71,185, -35.596
  72,185, -39.783
  73,185, -41.528
  74,185, -43.304
  75,185, -43.424
  76,185, -42.765
  77,185, -40.510
  78,185, -37.437
  79,185, -32.831
  80,185, -27.374
  81,185, -20.449
  82,185, -12.643
  83,185,-2.728
  84,185, 8.035
  85,185,20.081
  86,185,33.035
  87,185,47.235
  88,185,62.346
  89,185,77.935
  90,185,94.740
  52,186, 288.998
  53,186, 261.237
  54,186, 232.110
  55,186, 207.134
  56,186, 180.656
  57,186, 158.346
  58,186, 134.399
  59,186, 114.641
  60,186,93.113
  61,186,77.505
  62,186,59.930
  63,186,46.565
  64,186,31.183
  65,186,20.111
  66,186, 6.966
  67,186,-1.773
  68,186, -12.648
  69,186, -19.025
  70,186, -27.608
  71,186, -32.147
  72,186, -38.167
  73,186, -39.577
  74,186, -42.639
  75,186, -41.630
  76,186, -43.027
  77,186, -39.568
  78,186, -38.606
  79,186, -32.719
  80,186, -29.426
  81,186, -21.140
  82,186, -15.549
  83,186,-4.201
  84,186, 4.270
  85,186,17.804
  86,186,28.385
  87,186,44.127
  88,186,56.841
  89,186,74.106
  90,186,88.305
  52,187, 300.932
  53,187, 271.949
  54,187, 243.311
  55,187, 217.050
  56,187, 191.138
  57,187, 167.485
  58,187, 144.182
  59,187, 123.024
  60,187, 102.219
  61,187,83.446
  62,187,66.690
  63,187,51.819
  64,187,37.306
  65,187,24.648
  66,187,12.427
  67,187, 2.026
  68,187,-7.867
  69,187, -15.978
  70,187, -23.517
  71,187, -29.800
  72,187, -34.718
  73,187, -38.000
  74,187, -40.654
  75,187, -41.028
  76,187, -41.284
  77,187, -39.916
  78,187, -37.738
  79,187, -33.994
  80,187, -29.406
  81,187, -23.316
  82,187, -16.350
  83,187,-7.252
  84,187, 2.660
  85,187,13.862
  86,187,25.938
  87,187,39.271
  88,187,53.535
  89,187,68.474
  90,187,84.217
  52,188, 311.574
  53,188, 283.043
  54,188, 253.183
  55,188, 227.450
  56,188, 200.254
  57,188, 177.204
  58,188, 152.561
  59,188, 132.084
  60,188, 109.883
  61,188,91.870
  62,188,72.004
  63,188,57.972
  64,188,41.945
  65,188,30.177
  66,188,16.364
  67,188, 6.909
  68,188,-4.650
  69,188, -11.757
  70,188, -21.032
  71,188, -26.188
  72,188, -32.915
  73,188, -35.073
  74,188, -39.598
  75,188, -39.472
  76,188, -41.177
  77,188, -38.644
  78,188, -38.552
  79,188, -33.569
  80,188, -31.119
  81,188, -23.711
  82,188, -18.933
  83,188,-8.432
  84,188,-0.770
  85,188,11.888
  86,188,21.635
  87,188,36.477
  88,188,48.334
  89,188,65.031
  90,188,78.231
  52,189, 323.616
  53,189, 293.887
  54,189, 264.496
  55,189, 237.502
  56,189, 210.851
  57,189, 186.482
  58,189, 162.459
  59,189, 140.606
  60,189, 119.103
  61,189,99.661
  62,189,80.572
  63,189,63.435
  64,189,48.251
  65,189,34.925
  66,189,22.006
  67,189,10.916
  68,189, 0.308
  69,189,-8.506
  70,189, -16.769
  71,189, -23.635
  72,189, -29.295
  73,189, -33.299
  74,189, -36.691
  75,189, -38.472
  76,189, -39.589
  77,189, -38.615
  78,189, -37.346
  79,189, -34.483
  80,189, -30.780
  81,189, -25.542
  82,189, -19.432
  83,189, -11.140
  84,189,-2.069
  85,189, 8.301
  86,189,19.512
  87,189,31.986
  88,189,45.361
  89,189,59.829
  90,189,74.555
  91,189,90.636
  52,190, 334.382
  53,190, 305.085
  54,190, 274.497
  55,190, 248.010
  56,190, 220.100
  57,190, 196.311
  58,190, 170.972
  59,190, 149.775
  60,190, 126.901
  61,190, 108.192
  62,190,87.678
  63,190,71.353
  64,190,53.097
  65,190,40.635
  66,190,26.151
  67,190,15.976
  68,190, 3.728
  69,190,-4.113
  70,190, -14.087
  71,190, -19.849
  72,190, -27.294
  73,190, -30.210
  74,190, -35.448
  75,190, -36.074
  76,190, -39.096
  77,190, -37.428
  78,190, -37.796
  79,190, -33.733
  80,190, -32.144
  81,190, -25.631
  82,190, -21.685
  83,190, -12.019
  84,190,-5.157
  85,190, 6.638
  86,190,15.561
  87,190,29.514
  88,190,40.524
  89,190,56.662
  90,190,69.002
  91,190,86.622
  92,190, 101.305
  52,191, 346.535
  53,191, 316.066
  54,191, 285.925
  55,191, 258.202
  56,191, 230.814
  57,191, 205.730
  58,191, 180.988
  59,191, 158.440
  60,191, 136.239
  61,191, 116.124
  62,191,96.361
  63,191,78.579
  64,191,61.153
  65,191,45.603
  66,191,31.987
  67,191,20.203
  68,191, 8.877
  69,191,-0.646
  70,191,-9.640
  71,191, -17.077
  72,191, -23.490
  73,191, -28.229
  74,191, -32.370
  75,191, -34.879
  76,191, -36.737
  77,191, -37.008
  78,191, -36.579
  79,191, -34.276
  80,191, -31.476
  81,191, -27.109
  82,191, -21.874
  83,191, -14.377
  84,191,-6.135
  85,191, 3.412
  86,191,13.767
  87,191,25.395
  88,191,37.890
  89,191,51.626
  90,191,65.723
  91,191,80.822
  92,191,97.051
  52,192, 357.429
  53,192, 327.373
  54,192, 296.059
  55,192, 268.821
  56,192, 240.198
  57,192, 215.673
  58,192, 189.637
  59,192, 167.722
  60,192, 144.172
  61,192, 124.766
  62,192, 103.602
  63,192,86.605
  64,192,67.727
  65,192,53.041
  66,192,36.350
  67,192,25.455
  68,192,12.513
  69,192, 3.932
  70,192,-6.748
  71,192, -13.105
  72,192, -21.278
  73,192, -24.964
  74,192, -30.929
  75,192, -32.320
  76,192, -36.059
  77,192, -35.144
  78,192, -36.653
  79,192, -33.432
  80,192, -32.483
  81,192, -26.882
  82,192, -23.787
  83,192, -14.945
  84,192,-8.873
  85,192, 2.069
  86,192,10.176
  87,192,23.250
  88,192,33.422
  89,192,48.658
  90,192,60.589
  91,192,77.208
  92,192,90.918
  53,193, 338.492
  54,193, 307.607
  55,193, 279.157
  56,193, 251.034
  57,193, 225.164
  58,193, 199.667
  59,193, 176.532
  60,193, 153.631
  61,193, 132.842
  62,193, 112.403
  63,193,93.973
  64,193,75.898
  65,193,59.728
  66,193,43.919
  67,193,29.914
  68,193,17.865
  69,193, 7.627
  70,193,-2.105
  71,193, -10.103
  72,193, -17.278
  73,193, -22.763
  74,193, -27.667
  75,193, -30.919
  76,193, -33.531
  77,193, -34.533
  78,193, -34.845
  79,193, -33.595
  80,193, -31.611
  81,193, -27.996
  82,193, -23.655
  83,193, -16.944
  84,193,-9.522
  85,193,-0.788
  86,193, 8.720
  87,193,19.509
  88,193,31.134
  89,193,44.010
  90,193,57.695
  91,193,71.851
  92,193,87.089
  53,194, 349.913
  54,194, 317.877
  55,194, 289.892
  56,194, 260.558
  57,194, 235.038
  58,194, 208.164
  59,194, 185.606
  60,194, 161.669
  61,194, 141.600
  62,194, 119.782
  63,194, 102.111
  64,194,82.606
  65,194,67.273
  66,194,49.986
  67,194,36.896
  68,194,21.729
  69,194,12.404
  70,194, 1.010
  71,194,-5.931
  72,194, -14.843
  73,194, -19.310
  74,194, -26.014
  75,194, -28.184
  76,194, -32.657
  77,194, -32.512
  78,194, -34.739
  79,194, -32.271
  80,194, -32.254
  81,194, -27.469
  82,194, -25.219
  83,194, -17.191
  84,194, -11.901
  85,194,-1.803
  86,194, 5.496
  87,194,17.700
  88,194,27.042
  89,194,41.385
  90,194,52.798
  91,194,68.624
  92,194,81.400
  54,195, 329.548
  55,195, 300.374
  56,195, 271.520
  57,195, 244.613
  58,195, 218.189
  59,195, 194.221
  60,195, 170.799
  61,195, 149.716
  62,195, 128.707
  63,195, 109.624
  64,195,90.896
  65,195,74.102
  66,195,57.668
  67,195,43.070
  68,195,28.836
  69,195,16.338
  70,195, 5.863
  71,195,-2.687
  72,195, -10.633
  73,195, -16.877
  74,195, -22.556
  75,195, -26.564
  76,195, -29.947
  77,195, -31.697
  78,195, -32.767
  79,195, -32.249
  80,195, -31.003
  81,195, -28.219
  82,195, -24.665
  83,195, -18.822
  84,195, -12.210
  85,195,-4.283
  86,195, 4.387
  87,195,14.345
  88,195,25.108
  89,195,37.131
  90,195,50.018
  91,195,63.696
  92,195,77.981
  93,195,93.578
  54,196, 339.959
  55,196, 311.231
  56,196, 281.187
  57,196, 254.701
  58,196, 226.935
  59,196, 203.453
  60,196, 178.624
  61,196, 158.094
  62,196, 136.084
  63,196, 117.878
  64,196,97.742
  65,196,81.758
  66,196,63.869
  67,196,50.157
  68,196,34.421
  69,196,22.888
  70,196, 9.213
  71,196, 1.699
  72,196,-7.963
  73,196, -13.221
  74,196, -20.679
  75,196, -23.642
  76,196, -28.864
  77,196, -29.504
  78,196, -32.469
  79,196, -30.773
  80,196, -31.474
  81,196, -27.439
  82,196, -25.882
  83,196, -18.762
  84,196, -14.221
  85,196,-4.958
  86,196, 1.540
  87,196,12.883
  88,196,21.400
  89,196,34.858
  90,196,45.426
  91,196,60.844
  92,196,72.723
  93,196,89.841
  94,196, 104.043
  54,197, 351.759
  55,197, 321.864
  56,197, 292.280
  57,197, 264.515
  58,197, 237.190
  59,197, 212.331
  60,197, 188.006
  61,197, 166.036
  62,197, 144.597
  63,197, 125.397
  64,197, 106.155
  65,197,88.732
  66,197,71.669
  67,197,56.471
  68,197,41.639
  69,197,28.575
  70,197,15.881
  71,197, 5.198
  72,197,-3.530
  73,197, -10.543
  74,197, -17.010
  75,197, -21.790
  76,197, -25.958
  77,197, -28.474
  78,197, -30.320
  79,197, -30.553
  80,197, -30.066
  81,197, -28.011
  82,197, -25.192
  83,197, -20.019
  84,197, -14.313
  85,197,-7.051
  86,197, 0.789
  87,197, 9.922
  88,197,19.830
  89,197,31.006
  90,197,43.016
  91,197,56.265
  92,197,69.701
  93,197,84.375
  94,197, 100.105
  54,198, 362.315
  55,198, 332.846
  56,198, 302.095
  57,198, 274.812
  58,198, 246.178
  59,198, 221.795
  60,198, 196.096
  61,198, 174.665
  62,198, 151.791
  63,198, 133.198
  64,198, 113.027
  65,198,96.504
  66,198,78.007
  67,198,63.667
  68,198,47.355
  69,198,35.227
  70,198,21.009
  71,198,11.236
  72,198,-0.611
  73,198,-6.672
  74,198, -14.897
  75,198, -18.666
  76,198, -24.653
  77,198, -26.096
  78,198, -29.817
  79,198, -28.910
  80,198, -30.351
  81,198, -27.087
  82,198, -26.245
  83,198, -19.700
  84,198, -15.944
  85,198,-7.613
  86,198,-1.672
  87,198, 8.816
  88,198,16.514
  89,198,29.094
  90,198,38.823
  91,198,53.528
  92,198,64.861
  93,198,81.037
  94,198,94.324
  55,199, 343.635
  56,199, 313.324
  57,199, 284.861
  58,199, 256.659
  59,199, 230.932
  60,199, 205.725
  61,199, 182.887
  62,199, 160.569
  63,199, 140.510
  64,199, 120.964
  65,199, 103.561
  66,199,85.929
  67,199,70.126
  68,199,54.688
  69,199,41.051
  70,199,27.785
  71,199,16.361
  72,199, 5.546
  73,199,-3.737
  74,199, -11.004
  75,199, -16.569
  76,199, -21.539
  77,199, -24.836
  78,199, -27.476
  79,199, -28.480
  80,199, -28.772
  81,199, -27.469
  82,199, -25.408
  83,199, -20.773
  84,199, -15.642
  85,199,-9.301
  86,199,-2.389
  87,199, 6.260
  88,199,15.318
  89,199,25.652
  90,199,36.791
  91,199,49.179
  92,199,62.223
  93,199,76.010
  94,199,90.806
  56,200, 323.293
  57,200, 295.362
  58,200, 265.884
  59,200, 240.623
  60,200, 214.074
  61,200, 191.763
  62,200, 168.042
  63,200, 148.574
  64,200, 127.569
  65,200, 110.825
  66,200,92.409
  67,200,77.436
  68,200,60.540
  69,200,47.809
  70,200,33.041
  71,200,22.503
  72,200,10.146
  73,200, 1.928
  74,200,-8.641
  75,200, -13.230
  76,200, -19.998
  77,200, -22.259
  78,200, -26.754
  79,200, -26.657
  80,200, -28.858
  81,200, -26.387
  82,200, -26.284
  83,200, -20.302
  84,200, -17.087
  85,200,-9.358
  86,200,-4.440
  87,200, 5.095
  88,200,12.406
  89,200,24.113
  90,200,33.006
  91,200,46.818
  92,200,57.754
  93,200,73.059
  94,200,85.465
  95,200, 103.061
  56,201, 334.663
  57,201, 305.641
  58,201, 276.585
  59,201, 250.013
  60,201, 223.945
  61,201, 200.258
  62,201, 177.080
  63,201, 156.178
  64,201, 135.781
  65,201, 117.548
  66,201,99.811
  67,201,84.043
  68,201,67.993
  69,201,53.774
  70,201,39.929
  71,201,27.769
  72,201,16.413
  73,201, 6.626
  74,201,-2.860
  75,201, -10.875
  76,201, -16.661
  77,201, -20.757
  78,201, -24.208
  79,201, -26.002
  80,201, -27.094
  81,201, -26.565
  82,201, -25.283
  83,201, -21.178
  84,201, -16.614
  85,201, -10.840
  86,201,-4.532
  87,201, 2.972
  88,201,11.083
  89,201,21.090
  90,201,31.363
  91,201,42.893
  92,201,55.260
  93,201,68.458
  94,201,82.354
  95,201,97.524
  96,201, 113.724
  56,202, 344.790
  57,202, 316.341
  58,202, 286.043
  59,202, 259.927
  60,202, 232.548
  61,202, 209.377
  62,202, 184.826
  63,202, 164.501
  64,202, 142.674
  65,202, 125.084
  66,202, 105.865
  67,202,90.889
  68,202,73.985
  69,202,60.644
  70,202,45.316
  71,202,34.021
  72,202,21.143
  73,202,12.389
  74,202, 1.343
  75,202,-5.557
  76,202, -14.870
  77,202, -17.966
  78,202, -23.254
  79,202, -23.985
  80,202, -26.967
  81,202, -25.310
  82,202, -25.969
  83,202, -20.542
  84,202, -17.859
  85,202, -10.724
  86,202,-6.375
  87,202, 2.531
  88,202, 8.607
  89,202,19.342
  90,202,27.996
  91,202,40.918
  92,202,51.004
  93,202,65.882
  94,202,77.440
  95,202,94.110
  96,202, 107.887
  56,203, 356.307
  57,203, 326.844
  58,203, 296.959
  59,203, 269.564
  60,203, 242.655
  61,203, 218.139
  62,203, 194.119
  63,203, 172.390
  64,203, 151.156
  65,203, 132.108
  66,203, 113.548
  67,203,97.062
  68,203,81.052
  69,203,66.755
  70,203,52.322
  71,203,39.432
  72,203,27.524
  73,203,17.221
  74,203, 7.227
  75,203,-1.259
  76,203,-9.439
  77,203, -16.208
  78,203, -20.489
  79,203, -23.092
  80,203, -25.004
  81,203, -25.271
  82,203, -24.792
  83,203, -21.206
  84,203, -17.200
  85,203, -11.987
  86,203,-6.274
  87,203, 0.634
  88,203, 8.116
  89,203,16.779
  90,203,26.086
  91,203,37.427
  92,203,48.912
  93,203,61.637
  94,203,74.723
  95,203,89.020
  96,203, 104.303
  56,204, 366.598
  57,204, 337.687
  58,204, 306.645
  59,204, 279.696
  60,204, 251.508
  61,204, 227.495
  62,204, 202.132
  63,204, 180.966
  64,204, 158.333
  65,204, 139.911
  66,204, 119.898
  67,204, 104.106
  68,204,86.593
  69,204,73.306
  70,204,57.846
  71,204,45.800
  72,204,32.389
  73,204,23.088
  74,204,11.553
  75,204, 4.150
  76,204,-5.606
  77,204, -11.211
  78,204, -19.289
  79,204, -20.866
  80,204, -24.651
  81,204, -23.828
  82,204, -25.273
  83,204, -20.390
  84,204, -18.231
  85,204, -11.683
  86,204,-7.897
  87,204, 0.387
  88,204, 5.867
  89,204,15.948
  90,204,23.181
  91,204,35.115
  92,204,45.087
  93,204,59.224
  94,204,70.224
  95,204,86.002
  96,204,98.911
  57,205, 348.218
  58,205, 317.772
  59,205, 289.575
  60,205, 261.847
  61,205, 236.520
  62,205, 211.675
  63,205, 189.135
  64,205, 167.080
  65,205, 147.228
  66,205, 127.859
  67,205, 110.585
  68,205,93.785
  69,205,78.968
  70,205,64.609
  71,205,51.360
  72,205,38.890
  73,205,28.059
  74,205,17.544
  75,205, 8.575
  76,205,-0.081
  77,205,-7.285
  78,205, -14.180
  79,205, -19.721
  80,205, -22.473
  81,205, -23.558
  82,205, -23.905
  83,205, -20.830
  84,205, -17.373
  85,205, -12.713
  86,205,-7.589
  87,205,-1.270
  88,205, 5.588
  89,205,13.630
  90,205,22.284
  91,205,32.107
  92,205,42.610
  93,205,55.263
  94,205,67.891
  95,205,81.345
  96,205,95.741
  97,205, 111.384
  58,206, 327.680
  59,206, 299.920
  60,206, 270.944
  61,206, 246.108
  62,206, 219.951
  63,206, 197.960
  64,206, 174.534
  65,206, 155.293
  66,206, 134.498
  67,206, 117.902
  68,206,99.626
  69,206,85.555
  70,206,69.675
  71,206,57.849
  72,206,43.894
  73,206,34.036
  74,206,21.999
  75,206,14.080
  76,206, 3.867
  77,206,-2.206
  78,206, -10.691
  79,206, -15.019
  80,206, -21.879
  81,206, -21.912
  82,206, -24.167
  83,206, -19.819
  84,206, -18.177
  85,206, -12.208
  86,206,-8.977
  87,206,-1.311
  88,206, 3.579
  89,206,13.011
  90,206,19.623
  91,206,30.879
  92,206,39.270
  93,206,52.404
  94,206,63.676
  95,206,78.711
  96,206,90.782
  97,206, 107.922
  98,206, 122.167
  58,207, 339.014
  59,207, 310.038
  60,207, 281.510
  61,207, 255.392
  62,207, 229.738
  63,207, 206.403
  64,207, 183.541
  65,207, 162.898
  66,207, 142.731
  67,207, 124.680
  68,207, 107.098
  69,207,91.525
  70,207,76.409
  71,207,63.564
  72,207,50.521
  73,207,39.151
  74,207,28.103
  75,207,18.637
  76,207, 9.493
  77,207, 1.838
  78,207,-5.498
  79,207, -11.439
  80,207, -17.067
  81,207, -21.396
  82,207, -22.592
  83,207, -20.019
  84,207, -17.104
  85,207, -12.989
  86,207,-8.449
  87,207,-2.714
  88,207, 3.526
  89,207,10.951
  90,207,18.956
  91,207,28.133
  92,207,37.961
  93,207,48.947
  94,207,60.649
  95,207,74.476
  96,207,88.015
  97,207, 102.794
