Z,N,BE
122,180,2113.69
122,181,2120.06
122,182,2127.44
122,183,2133.44
122,184,2140.46
122,185,2145.5
122,186,2152.19
122,187,2158.36
122,188,2165.42
122,189,2170.85
122,190,2177.5
122,191,2182.67
122,192,2189.1
122,193,2194.1
122,194,2200.4
122,195,2205.26
122,196,2211.43
122,197,2216.09
122,198,2222.09
122,199,2226.6
122,200,2232.62
122,201,2237.19
122,202,2242.81
122,203,2248.48
122,204,2252.57
122,205,2256.63
122,206,2261.86
122,207,2266.02
122,208,2271.2
122,209,2275.52
122,210,2281.94
122,211,2285.58
122,212,2290.53
122,213,2294.1
122,214,2298.89
122,215,2302.29
122,216,2306.95
122,217,2310.15
123,174,2066.79
123,175,2074.19
123,176,2082.53
123,177,2089.76
123,178,2097.64
123,179,2104.64
123,180,2112.37
123,181,2119.0
123,182,2126.39
123,183,2132.69
123,184,2139.71
123,185,2145.08
123,186,2151.78
123,187,2158.55
123,188,2165.64
123,189,2171.37
123,190,2178.06
123,191,2183.55
123,192,2190.01
123,193,2195.35
123,194,2201.69
123,195,2206.92
123,196,2213.08
123,197,2218.05
123,198,2224.09
123,199,2228.92
123,200,2235.0
123,201,2239.93
123,202,2245.7
123,203,2250.3
123,204,2255.78
123,205,2260.06
123,206,2265.48
123,207,2269.87
123,208,2275.43
123,209,2279.49
123,210,2284.26
123,211,2289.88
123,212,2294.87
123,213,2298.68
123,214,2303.51
123,215,2307.19
123,216,2311.84
124,176,2081.92
124,177,2089.29
124,178,2097.9
124,179,2104.79
124,180,2112.02
124,181,2118.7
124,182,2126.39
124,183,2132.69
124,184,2140.02
124,185,2146.53
124,186,2153.61
124,187,2159.71
124,188,2167.11
124,189,2176.43
124,190,2183.47
124,191,2188.91
124,192,2192.11
124,193,2197.46
124,194,2204.06
124,195,2209.3
124,196,2215.8
124,197,2226.27
124,198,2227.33
124,199,2232.51
124,200,2238.84
124,201,2243.81
124,202,2251.42
124,203,2255.91
124,204,2261.55
124,205,2265.73
124,206,2271.14
124,207,2275.2
124,208,2280.57
124,209,2284.68
124,210,2289.94
124,211,2295.21
124,212,2300.42
124,213,2302.69
124,214,2309.32
124,215,2313.0
125,178,2096.09
125,179,2103.29
125,180,2111.27
125,181,2117.89
125,182,2125.55
125,183,2130.99
125,184,2138.34
125,185,2149.64
125,186,2157.1
125,187,2163.53
125,188,2170.84
125,189,2177.05
125,190,2184.11
125,191,2189.88
125,192,2196.55
125,193,2201.97
125,194,2204.62
125,195,2210.11
125,196,2222.54
125,197,2228.07
125,198,2228.71
125,199,2234.25
125,200,2240.66
125,201,2245.92
125,202,2252.0
125,203,2258.43
125,204,2264.05
125,205,2268.52
125,206,2273.9
125,207,2278.28
125,208,2283.67
125,209,2288.05
125,210,2293.35
125,211,2297.57
125,212,2302.72
125,213,2308.14
125,214,2310.97
126,180,2110.88
126,181,2117.56
126,182,2125.55
126,183,2131.94
126,184,2143.71
126,185,2150.31
126,186,2158.11
126,187,2164.58
126,188,2172.23
126,189,2178.47
126,190,2185.82
126,191,2191.62
126,192,2198.55
126,193,2204.01
126,194,2210.71
126,195,2218.39
126,196,2225.35
126,197,2230.94
126,198,2237.76
126,199,2243.1
126,200,2243.84
126,201,2249.13
126,202,2257.13
126,203,2261.95
126,204,2267.85
126,205,2272.28
126,206,2278.03
126,207,2282.43
126,208,2288.1
126,209,2292.52
126,210,2298.1
126,211,2302.36
126,212,2307.76
126,213,2311.66
127,183,2130.37
127,184,2142.42
127,185,2149.39
127,186,2157.26
127,187,2164.03
127,188,2171.73
127,189,2178.25
127,190,2185.64
127,191,2191.72
127,192,2198.7
127,193,2204.45
127,194,2211.19
127,195,2216.76
127,196,2223.36
127,197,2231.98
127,198,2238.74
127,199,2244.48
127,200,2244.99
127,201,2250.54
127,202,2258.65
127,203,2263.77
127,204,2269.58
127,205,2274.4
127,206,2280.15
127,207,2284.86
127,208,2290.53
127,209,2295.22
127,210,2300.84
127,211,2305.36
127,212,2310.79
128,185,2149.28
128,186,2157.44
128,187,2164.28
128,188,2172.28
128,189,2178.83
128,190,2186.5
128,191,2192.6
128,192,2199.92
128,193,2205.71
128,194,2212.74
128,195,2218.32
128,196,2225.23
128,197,2230.52
128,198,2241.32
128,199,2247.0
128,200,2253.79
128,201,2253.04
128,202,2261.38
128,203,2266.5
128,204,2272.69
128,205,2277.52
128,206,2283.55
128,207,2288.31
128,208,2294.25
128,209,2299.0
128,210,2304.89
128,211,2309.45
129,187,2162.75
129,188,2170.77
129,189,2177.69
129,190,2185.43
129,191,2191.82
129,192,2199.15
129,193,2205.28
129,194,2212.41
129,195,2218.24
129,196,2225.21
129,197,2230.75
129,198,2237.52
129,199,2247.73
129,200,2254.56
129,201,2253.8
129,202,2262.16
129,203,2267.55
129,204,2273.82
129,205,2278.94
129,206,2285.01
129,207,2290.05
129,208,2295.98
129,209,2301.01
129,210,2306.92
130,189,2177.42
130,190,2185.45
130,191,2191.94
130,192,2199.52
130,193,2205.64
130,194,2213.09
130,195,2218.93
130,196,2226.12
130,197,2231.89
130,198,2238.94
130,199,2244.53
130,200,2251.48
130,201,2257.26
130,202,2264.24
130,203,2269.67
130,204,2276.24
130,205,2281.33
130,206,2287.74
130,207,2292.78
130,208,2299.06
130,209,2304.07
131,192,2198.04
131,193,2204.5
131,194,2211.91
131,195,2218.04
131,196,2225.38
131,197,2231.44
131,198,2238.49
131,199,2244.45
131,200,2251.33
131,201,2257.08
131,202,2264.28
131,203,2270.09
131,204,2276.67
131,205,2282.08
131,206,2288.5
131,207,2293.84
131,208,2300.14
132,194,2211.86
132,195,2218.13
132,196,2225.73
132,197,2231.8
132,198,2239.24
132,199,2245.14
132,200,2252.35
132,201,2258.21
132,202,2265.7
132,203,2271.5
132,204,2278.31
132,205,2283.81
132,206,2290.51
132,207,2295.92
133,196,2224.26
133,197,2230.71
133,198,2238.07
133,199,2244.32
133,200,2251.63
133,201,2257.77
133,202,2264.94
133,203,2271.26
133,204,2278.09
133,205,2283.68
133,206,2290.45
134,198,2238.06
134,199,2244.41
134,200,2252.01
134,201,2258.18
134,202,2265.63
134,203,2271.94
134,204,2279.14
134,205,2284.88
135,201,2257.05
135,202,2264.51
135,203,2271.1
135,204,2278.08
136,203,2271.2
